nivel_ruido,gases_toxicos,horas_turno,iluminacao,epis_usado,setor,clima,risco
72.0,44.12875070182531,6.0,968.0,não,montagem,moderado,alto
,,8.0,958.0,sim,soldagem,quente,alto
102.0,25.530146985352925,7.0,331.0,não,soldagem,quente,alto
73.0,15.10132268310967,6.0,241.0,sim,soldagem,quente,baixo
98.0,,8.0,725.0,não,pintura,moderado,alto
73.0,,8.0,128.0,sim,montagem,moderado,baixo
88.0,25.003717884842224,7.0,247.0,sim,,moderado,baixo
112.0,3.558024192059095,8.0,648.0,,montagem,frio,alto
107.0,48.98611139831987,8.0,524.0,,montagem,frio,alto
115.0,45.89141212730766,10.0,761.0,não,pintura,frio,alto
105.0,32.32889987078858,8.0,227.0,não,montagem,frio,alto
111.0,45.969531496609896,7.0,794.0,não,soldagem,quente,alto
102.0,29.40330106977797,,413.0,sim,soldagem,quente,alto
117.0,15.319647448647894,11.0,879.0,sim,montagem,moderado,alto
97.0,7.290995083596918,10.0,837.0,sim,montagem,quente,alto
95.0,49.67589335949884,9.0,637.0,sim,soldagem,quente,alto
116.0,12.24572720200769,11.0,711.0,sim,pintura,frio,
97.0,43.33526032078558,6.0,455.0,não,montagem,quente,alto
103.0,21.599909515107985,8.0,339.0,não,montagem,moderado,alto
114.0,16.228366356026015,9.0,217.0,sim,pintura,quente,alto
117.0,12.415917074547695,7.0,885.0,não,montagem,moderado,alto
78.0,43.125621825583714,9.0,800.0,não,soldagem,quente,alto
90.0,42.05470031828842,7.0,636.0,,pintura,frio,alto
103.0,43.622057812373335,6.0,574.0,não,pintura,quente,alto
79.0,36.73155495727577,6.0,175.0,não,pintura,frio,alto
111.0,3.153994104682467,10.0,377.0,sim,pintura,frio,alto
76.0,17.680513506225925,10.0,302.0,não,pintura,quente,alto
70.0,40.736419258932585,8.0,365.0,sim,pintura,moderado,alto
73.0,48.65384781100797,8.0,455.0,não,,frio,alto
94.0,43.038531156476076,8.0,224.0,não,soldagem,quente,alto
87.0,33.4342756599041,9.0,419.0,sim,montagem,quente,alto
77.0,41.17648822705331,10.0,949.0,sim,pintura,frio,alto
119.0,18.365030116964835,11.0,348.0,não,montagem,quente,alto
109.0,33.49763305923107,6.0,855.0,não,pintura,quente,alto
119.0,37.92432100980755,10.0,526.0,sim,soldagem,moderado,alto
77.0,25.131127318867126,10.0,719.0,,pintura,quente,baixo
96.0,13.037802312367786,11.0,922.0,sim,pintura,moderado,alto
119.0,46.39529615412644,10.0,238.0,sim,soldagem,quente,alto
72.0,39.984544990389814,6.0,115.0,sim,soldagem,moderado,
73.0,12.349662473686424,6.0,252.0,sim,soldagem,moderado,baixo
117.0,6.002444599740764,6.0,410.0,sim,soldagem,,alto
99.0,36.928317127210406,6.0,293.0,não,pintura,quente,alto
100.0,32.99670307411926,8.0,273.0,sim,pintura,quente,alto
,29.58369024599838,8.0,,sim,pintura,quente,baixo
92.0,47.908637300794176,,809.0,não,montagem,frio,alto
79.0,17.033811105607178,8.0,222.0,não,soldagem,moderado,alto
92.0,6.12598373507276,11.0,767.0,não,soldagem,moderado,alto
79.0,10.303695929832557,6.0,271.0,não,pintura,frio,baixo
78.0,36.096873772068015,11.0,434.0,não,pintura,frio,alto
106.0,45.560241963032375,7.0,553.0,não,pintura,moderado,alto
110.0,34.34899055126724,7.0,410.0,não,,,alto
110.0,,10.0,434.0,não,soldagem,frio,alto
90.0,35.327999148357435,9.0,711.0,sim,pintura,frio,alto
101.0,15.831238407958532,10.0,856.0,sim,montagem,moderado,alto
77.0,19.94048083413404,,884.0,não,soldagem,quente,alto
103.0,32.153192688952814,8.0,468.0,sim,montagem,frio,alto
107.0,21.3535944798008,9.0,577.0,não,soldagem,moderado,alto
87.0,48.06636081595082,7.0,139.0,sim,pintura,frio,alto
100.0,39.715275732517725,9.0,809.0,sim,pintura,moderado,alto
70.0,27.20176274672375,7.0,916.0,sim,montagem,frio,baixo
89.0,21.649007548875517,10.0,686.0,não,soldagem,quente,alto
85.0,16.513652367331343,11.0,776.0,não,soldagem,moderado,alto
71.0,16.582623826508158,9.0,849.0,sim,montagem,quente,baixo
94.0,32.24349771358861,7.0,408.0,sim,,quente,alto
111.0,,9.0,427.0,não,soldagem,moderado,alto
89.0,9.58429877506134,7.0,820.0,não,montagem,moderado,alto
,46.30026190405833,7.0,164.0,não,pintura,frio,alto
,15.036694667894901,9.0,996.0,não,pintura,,alto
84.0,35.345354619595994,8.0,991.0,sim,pintura,frio,alto
81.0,38.12541599032294,7.0,385.0,sim,pintura,moderado,alto
85.0,41.07679713690045,8.0,311.0,sim,soldagem,moderado,alto
72.0,19.547558869549693,,526.0,sim,soldagem,moderado,baixo
108.0,20.537295995236732,7.0,378.0,não,montagem,quente,alto
74.0,33.75393719530599,11.0,861.0,não,soldagem,moderado,alto
111.0,47.59426358260445,7.0,344.0,não,montagem,quente,alto
86.0,46.467483280830876,7.0,591.0,sim,montagem,frio,alto
90.0,37.331608094567386,8.0,130.0,não,soldagem,quente,alto
74.0,9.6205740357791,7.0,,não,pintura,frio,alto
86.0,33.468002077306465,8.0,976.0,não,pintura,frio,alto
81.0,40.974586779178054,10.0,279.0,não,,moderado,alto
84.0,49.3337239517151,9.0,922.0,sim,soldagem,quente,alto
94.0,27.407759503120804,8.0,,sim,,frio,alto
105.0,29.439137840439912,6.0,402.0,sim,soldagem,moderado,alto
71.0,49.20014477929773,7.0,,não,montagem,quente,alto
93.0,42.29871241964306,9.0,116.0,não,soldagem,moderado,alto
118.0,3.5735233724516258,9.0,146.0,sim,montagem,quente,alto
87.0,48.20910975310782,10.0,218.0,não,pintura,frio,alto
88.0,12.28367797733566,9.0,155.0,não,soldagem,moderado,alto
100.0,42.61821046645275,9.0,146.0,não,pintura,frio,alto
104.0,19.504779381326763,6.0,830.0,não,soldagem,frio,alto
106.0,7.630650757198371,6.0,173.0,não,soldagem,quente,alto
83.0,42.83367426841253,6.0,639.0,não,pintura,frio,alto
88.0,1.2300097206616456,11.0,524.0,não,montagem,quente,alto
115.0,29.177620141916123,6.0,155.0,não,montagem,,alto
70.0,11.68293850306189,8.0,677.0,sim,soldagem,moderado,baixo
93.0,8.775165564736797,6.0,862.0,não,montagem,moderado,alto
106.0,27.26950237381806,9.0,426.0,sim,montagem,frio,alto
93.0,45.658486029226836,6.0,235.0,não,montagem,moderado,alto
86.0,48.229498684221504,7.0,903.0,sim,montagem,quente,alto
86.0,7.200698029586522,9.0,420.0,não,montagem,quente,
,37.74721903952189,8.0,642.0,não,montagem,frio,alto
113.0,34.41023271297246,6.0,559.0,,montagem,quente,alto
85.0,19.921706192820075,9.0,792.0,não,soldagem,moderado,alto
70.0,4.856088248801971,11.0,955.0,sim,montagem,quente,baixo
74.0,25.931291869986,6.0,307.0,não,pintura,moderado,baixo
115.0,39.15321080397444,11.0,308.0,não,soldagem,frio,alto
114.0,0.3038568613278336,7.0,593.0,sim,montagem,frio,alto
72.0,18.88872415107976,11.0,278.0,não,,moderado,alto
97.0,3.629393210520415,11.0,238.0,sim,montagem,moderado,alto
92.0,2.8019086753958424,6.0,252.0,sim,montagem,moderado,alto
71.0,11.513002462799143,7.0,967.0,sim,pintura,quente,baixo
98.0,44.37768743558959,11.0,791.0,sim,montagem,frio,alto
81.0,21.96085605263528,9.0,,não,pintura,moderado,alto
,36.398469677013544,7.0,968.0,não,montagem,moderado,alto
107.0,47.91135609656306,11.0,935.0,não,soldagem,moderado,alto
101.0,0.26370008805983725,7.0,,sim,pintura,quente,alto
79.0,39.895006184730185,10.0,592.0,sim,soldagem,moderado,alto
119.0,6.158215697448527,9.0,728.0,sim,soldagem,frio,alto
85.0,2.7481303557022496,8.0,103.0,não,soldagem,frio,alto
114.0,32.96835854314909,7.0,619.0,não,montagem,frio,alto
87.0,35.612440891158755,9.0,786.0,sim,montagem,quente,alto
83.0,35.818563465619846,7.0,159.0,,montagem,frio,alto
86.0,12.962669675360328,11.0,539.0,,soldagem,moderado,baixo
97.0,7.639068725213116,10.0,492.0,sim,montagem,moderado,alto
114.0,6.20303464173666,8.0,723.0,sim,montagem,moderado,alto
89.0,13.638063092180403,8.0,975.0,não,montagem,frio,alto
90.0,20.583834117821954,11.0,177.0,não,,quente,alto
110.0,45.06160535756693,11.0,807.0,sim,montagem,frio,alto
78.0,48.4337711490167,7.0,263.0,não,montagem,moderado,alto
115.0,1.6083880555512853,11.0,314.0,não,pintura,moderado,alto
103.0,1.0210681873667415,9.0,265.0,não,pintura,frio,alto
76.0,29.170982116512562,6.0,375.0,sim,montagem,moderado,baixo
75.0,23.232895318252012,6.0,449.0,não,soldagem,frio,baixo
74.0,25.38783492528829,9.0,706.0,não,soldagem,quente,alto
83.0,,9.0,789.0,sim,pintura,quente,alto
98.0,36.16050963518074,9.0,741.0,não,pintura,frio,alto
73.0,7.651389857526714,7.0,691.0,sim,pintura,moderado,baixo
81.0,49.284853571514056,11.0,878.0,não,soldagem,frio,alto
,25.22802079122533,9.0,976.0,sim,montagem,frio,alto
79.0,28.519562112714187,6.0,841.0,não,montagem,frio,baixo
119.0,48.97937261864259,8.0,189.0,não,soldagem,moderado,alto
73.0,5.0728198207519,8.0,441.0,sim,montagem,frio,baixo
70.0,,9.0,733.0,não,soldagem,moderado,alto
117.0,8.189363419871281,6.0,852.0,não,montagem,moderado,alto
117.0,,9.0,744.0,sim,pintura,moderado,alto
,25.774841102105363,9.0,657.0,sim,pintura,moderado,alto
78.0,21.015180171995258,9.0,936.0,sim,soldagem,quente,baixo
90.0,31.944977587752376,9.0,477.0,não,soldagem,quente,alto
94.0,23.455974170998662,11.0,593.0,não,pintura,frio,alto
109.0,33.99099433298386,10.0,138.0,não,soldagem,frio,alto
82.0,12.108180509208777,7.0,667.0,não,soldagem,,alto
91.0,36.46114524762503,6.0,875.0,,soldagem,moderado,alto
112.0,48.29185331089248,9.0,620.0,sim,montagem,frio,alto
93.0,1.9790695447646889,7.0,767.0,não,soldagem,moderado,alto
105.0,19.865996396112884,11.0,483.0,sim,soldagem,frio,alto
119.0,35.68331615255181,10.0,538.0,não,pintura,frio,alto
108.0,9.71437855317754,7.0,315.0,não,montagem,quente,alto
96.0,13.491893102174418,10.0,544.0,não,montagem,frio,alto
105.0,47.72764596726368,9.0,139.0,não,pintura,moderado,alto
111.0,37.23736918759031,10.0,,não,montagem,frio,alto
80.0,47.3589400615561,8.0,503.0,sim,pintura,quente,alto
98.0,49.50373744003079,9.0,943.0,não,soldagem,quente,alto
79.0,14.481402794825787,,663.0,sim,montagem,moderado,baixo
107.0,42.553897770730146,9.0,922.0,não,montagem,,alto
86.0,12.73342751444922,10.0,610.0,sim,pintura,moderado,baixo
114.0,39.02689960002706,7.0,350.0,,montagem,moderado,alto
105.0,39.8163129350992,11.0,943.0,não,montagem,moderado,alto
81.0,48.412213898471165,11.0,389.0,não,soldagem,moderado,alto
89.0,49.805840257508734,6.0,509.0,sim,pintura,frio,alto
103.0,31.848090046270105,8.0,,sim,pintura,moderado,alto
105.0,36.77233093282708,9.0,,sim,pintura,frio,alto
95.0,40.669571931163,7.0,841.0,sim,pintura,frio,alto
113.0,41.691727033889286,10.0,386.0,não,pintura,quente,alto
116.0,25.51879144837685,8.0,547.0,sim,montagem,quente,alto
89.0,11.103118413212993,6.0,500.0,não,montagem,frio,baixo
100.0,41.193848562461014,,146.0,sim,montagem,frio,alto
107.0,31.116278544930783,10.0,739.0,sim,montagem,moderado,alto
80.0,33.07712903372413,8.0,,sim,soldagem,moderado,alto
73.0,20.519512365888694,8.0,803.0,sim,montagem,moderado,baixo
86.0,46.21648006511692,6.0,474.0,não,soldagem,moderado,alto
115.0,44.16016524766606,10.0,640.0,não,soldagem,quente,alto
72.0,7.195578525542146,10.0,586.0,não,soldagem,moderado,alto
109.0,9.308674905520482,,414.0,não,pintura,moderado,alto
103.0,23.58977993275191,10.0,321.0,,soldagem,quente,alto
93.0,32.607135389015966,6.0,104.0,sim,pintura,frio,alto
117.0,14.308172650701106,11.0,619.0,não,soldagem,moderado,alto
84.0,21.603228266426566,11.0,558.0,não,soldagem,quente,alto
107.0,8.063706126743309,7.0,661.0,não,pintura,quente,alto
71.0,15.550268119190536,11.0,673.0,não,pintura,moderado,alto
99.0,30.194131410586163,11.0,958.0,sim,montagem,frio,alto
118.0,10.620963437085745,11.0,624.0,,pintura,quente,alto
87.0,47.17044256323637,10.0,396.0,não,pintura,quente,alto
108.0,47.4881424958082,8.0,593.0,sim,pintura,quente,alto
108.0,30.615883031386375,6.0,505.0,não,,frio,alto
78.0,6.38968764304505,9.0,,,pintura,quente,baixo
78.0,19.360864089596703,9.0,758.0,sim,pintura,frio,baixo
93.0,36.65454380472297,6.0,315.0,não,soldagem,moderado,alto
117.0,12.014809522228692,6.0,345.0,não,montagem,moderado,alto
106.0,40.17824424066519,9.0,151.0,não,soldagem,frio,alto
119.0,0.38874816088715347,9.0,852.0,sim,montagem,moderado,alto
89.0,9.51093077598711,9.0,448.0,não,montagem,moderado,alto
113.0,15.730638189733975,7.0,508.0,não,soldagem,quente,alto
106.0,48.305048103363255,6.0,384.0,sim,soldagem,,alto
92.0,37.75471716331392,11.0,673.0,não,montagem,,alto
96.0,0.9663310264115155,7.0,491.0,sim,montagem,quente,alto
80.0,23.156064947765504,10.0,,sim,pintura,frio,baixo
98.0,34.58651281103608,7.0,528.0,não,montagem,moderado,alto
98.0,30.89949345259267,8.0,621.0,sim,pintura,quente,alto
80.0,23.164211466164232,6.0,369.0,não,soldagem,frio,baixo
112.0,13.001356767937033,10.0,670.0,não,soldagem,frio,alto
80.0,18.647157280092586,9.0,338.0,sim,soldagem,quente,baixo
101.0,35.528616905122504,8.0,635.0,sim,montagem,moderado,alto
109.0,37.88888105274918,,243.0,não,montagem,moderado,alto
117.0,,11.0,590.0,não,pintura,quente,alto
117.0,45.739012317172154,10.0,686.0,sim,soldagem,frio,alto
119.0,47.93918394504631,10.0,405.0,sim,,quente,alto
94.0,39.13167616623154,8.0,342.0,sim,soldagem,frio,alto
119.0,10.153688430582092,6.0,641.0,não,soldagem,frio,alto
88.0,43.961182538097894,10.0,919.0,sim,montagem,,alto
94.0,22.693442613826846,7.0,229.0,sim,montagem,quente,alto
88.0,11.082805199870194,7.0,517.0,,pintura,frio,alto
88.0,39.27570874892059,7.0,587.0,sim,soldagem,,alto
113.0,20.06443696633488,6.0,718.0,não,soldagem,moderado,alto
94.0,11.93736747056106,9.0,647.0,não,pintura,moderado,alto
76.0,29.383529440211476,10.0,112.0,não,soldagem,quente,alto
85.0,5.902079855862058,7.0,872.0,não,pintura,,alto
96.0,18.9287765766371,11.0,340.0,não,montagem,moderado,alto
102.0,17.309698721435545,6.0,270.0,sim,montagem,frio,alto
111.0,20.071379810159613,9.0,478.0,não,soldagem,quente,alto
82.0,22.194624447729318,10.0,449.0,não,montagem,moderado,alto
84.0,31.877918708891745,9.0,568.0,não,pintura,frio,alto
87.0,2.901065139300507,7.0,491.0,não,montagem,quente,alto
74.0,23.149951963248185,9.0,874.0,não,pintura,frio,alto
76.0,24.850263554069706,11.0,606.0,sim,montagem,moderado,baixo
119.0,16.849760228327987,6.0,687.0,sim,pintura,moderado,alto
,37.21371667060242,11.0,916.0,sim,pintura,frio,alto
83.0,35.82090789907168,7.0,370.0,não,pintura,frio,alto
101.0,26.07741829891873,10.0,673.0,sim,soldagem,frio,alto
89.0,42.880994355560524,11.0,758.0,sim,soldagem,frio,alto
91.0,5.872793836708579,11.0,266.0,sim,montagem,frio,alto
101.0,18.769070342323925,8.0,228.0,sim,soldagem,,alto
109.0,33.98080401397894,10.0,705.0,,montagem,quente,alto
114.0,46.16092658449917,11.0,589.0,não,pintura,,alto
109.0,43.007642591648725,10.0,976.0,sim,pintura,frio,alto
90.0,8.175424417139954,10.0,346.0,não,montagem,moderado,alto
104.0,3.105878167073195,6.0,251.0,sim,montagem,quente,alto
81.0,27.800428497488394,11.0,584.0,sim,pintura,moderado,baixo
105.0,24.79757267262903,7.0,384.0,sim,montagem,,alto
82.0,18.147946962312904,10.0,161.0,,montagem,quente,baixo
113.0,10.371205850472887,6.0,318.0,não,montagem,moderado,alto
118.0,19.995286502667387,6.0,,não,montagem,frio,alto
117.0,23.825583746216438,7.0,447.0,sim,montagem,quente,alto
85.0,14.734446658571294,6.0,110.0,sim,pintura,quente,baixo
95.0,0.6120369633326739,11.0,843.0,sim,soldagem,moderado,alto
98.0,27.90420611513386,7.0,360.0,não,,,alto
113.0,47.84171626199926,11.0,529.0,não,soldagem,quente,alto
81.0,17.365981481912407,6.0,886.0,sim,pintura,quente,baixo
101.0,38.45471956617938,11.0,589.0,sim,pintura,moderado,alto
,44.748740751670155,7.0,987.0,não,soldagem,frio,alto
116.0,21.671697050976597,9.0,731.0,não,pintura,quente,
112.0,18.05795033419128,10.0,213.0,sim,,moderado,alto
84.0,44.55940372323148,7.0,850.0,sim,soldagem,frio,alto
119.0,5.25961007242678,7.0,831.0,não,montagem,quente,alto
103.0,24.509095242651146,9.0,733.0,não,montagem,moderado,alto
84.0,32.22692467679894,11.0,,não,soldagem,quente,alto
100.0,33.67178395714458,,287.0,sim,montagem,frio,alto
104.0,5.653383389345051,10.0,191.0,sim,montagem,quente,alto
92.0,5.574128373437759,8.0,404.0,sim,pintura,frio,alto
97.0,14.344154532975034,11.0,908.0,sim,pintura,quente,alto
111.0,39.06468146589491,7.0,775.0,sim,soldagem,moderado,alto
,49.084512088538645,10.0,766.0,não,pintura,frio,alto
113.0,29.53786310788725,,441.0,sim,soldagem,frio,alto
117.0,33.15042954545581,10.0,558.0,não,montagem,frio,alto
73.0,49.12292344707894,7.0,914.0,sim,pintura,quente,alto
112.0,11.552067109458308,9.0,665.0,sim,montagem,moderado,alto
71.0,4.6394138478424,8.0,557.0,sim,pintura,quente,baixo
,8.584731814844703,6.0,267.0,sim,montagem,moderado,baixo
79.0,15.358820881693141,9.0,542.0,sim,montagem,frio,baixo
89.0,34.05445480817691,7.0,776.0,,pintura,moderado,alto
92.0,15.10063258348045,9.0,315.0,sim,soldagem,moderado,alto
72.0,24.949589073995654,11.0,601.0,sim,montagem,frio,baixo
89.0,1.3639144802655545,6.0,580.0,não,pintura,,baixo
109.0,46.949593727168285,11.0,368.0,sim,soldagem,quente,alto
92.0,29.495012172628748,11.0,584.0,não,soldagem,quente,alto
72.0,27.316955961570155,10.0,682.0,sim,montagem,quente,baixo
71.0,37.248357079370415,9.0,381.0,não,soldagem,moderado,alto
115.0,47.437074067617935,6.0,205.0,sim,soldagem,frio,alto
102.0,30.572057275932472,11.0,571.0,não,soldagem,moderado,alto
118.0,33.94977868672965,9.0,859.0,sim,montagem,quente,alto
114.0,13.927866756161583,11.0,704.0,não,montagem,frio,alto
117.0,41.19836143286231,7.0,445.0,sim,soldagem,moderado,alto
90.0,39.399450439951025,8.0,155.0,sim,pintura,moderado,alto
107.0,1.078216272050725,8.0,195.0,sim,montagem,frio,alto
94.0,38.88365862848447,8.0,651.0,sim,montagem,moderado,alto
85.0,9.646074162999307,6.0,923.0,não,montagem,quente,baixo
98.0,8.937955385007108,8.0,843.0,sim,pintura,frio,alto
92.0,,6.0,726.0,sim,soldagem,,alto
102.0,47.49271278012585,7.0,928.0,sim,pintura,frio,alto
119.0,29.53172536756537,6.0,756.0,sim,,moderado,alto
92.0,47.29681079339381,8.0,669.0,não,pintura,quente,alto
85.0,3.9180500969227596,11.0,994.0,sim,soldagem,quente,baixo
82.0,26.608200879128376,8.0,260.0,sim,soldagem,moderado,baixo
70.0,25.25270195810498,11.0,155.0,não,pintura,moderado,alto
84.0,22.120648559651386,8.0,710.0,não,soldagem,frio,alto
103.0,49.572531996455766,9.0,330.0,sim,pintura,frio,alto
102.0,23.658346857404506,8.0,274.0,sim,montagem,frio,alto
95.0,11.93315794956759,8.0,503.0,sim,soldagem,moderado,alto
90.0,32.18464512049063,6.0,462.0,não,pintura,moderado,alto
,12.340550225204193,10.0,755.0,sim,soldagem,,baixo
87.0,6.585848022526186,9.0,553.0,,montagem,quente,baixo
80.0,29.152913176703716,,751.0,sim,soldagem,frio,baixo
82.0,36.22078988902971,6.0,458.0,não,pintura,moderado,
81.0,22.57193854761394,8.0,739.0,não,pintura,moderado,alto
101.0,16.103221857736948,8.0,756.0,sim,montagem,quente,alto
100.0,7.65431032272923,10.0,932.0,não,pintura,frio,alto
84.0,40.08298923247369,8.0,545.0,sim,montagem,moderado,alto
117.0,44.563223819787176,11.0,810.0,não,montagem,moderado,alto
102.0,12.656285926915995,8.0,854.0,sim,pintura,quente,alto
84.0,21.411498428266057,9.0,414.0,sim,montagem,moderado,
109.0,15.329349107360429,8.0,941.0,sim,pintura,frio,alto
75.0,41.538141811741795,8.0,827.0,sim,soldagem,frio,alto
86.0,46.10909889111427,10.0,573.0,sim,montagem,quente,alto
,7.571385473805542,6.0,486.0,sim,pintura,frio,alto
88.0,1.825391165380802,8.0,709.0,não,soldagem,frio,alto
106.0,4.280467691174455,9.0,479.0,sim,montagem,frio,alto
93.0,14.523137097629773,6.0,645.0,sim,pintura,moderado,alto
80.0,36.21723870236877,11.0,954.0,sim,montagem,frio,alto
87.0,16.32727144714773,9.0,326.0,não,montagem,frio,alto
99.0,49.20954266205872,10.0,498.0,sim,montagem,quente,alto
116.0,4.279496630655316,6.0,164.0,não,soldagem,quente,alto
71.0,33.57179403750544,7.0,163.0,não,soldagem,moderado,alto
,23.104427810583754,9.0,364.0,não,soldagem,frio,alto
77.0,15.474596511556516,7.0,,não,pintura,frio,alto
86.0,28.046154386421847,9.0,812.0,,pintura,frio,
81.0,12.38485570595667,6.0,579.0,não,,moderado,baixo
119.0,30.714878408481365,9.0,915.0,não,soldagem,frio,alto
84.0,49.75172129036694,10.0,852.0,sim,,quente,alto
114.0,15.604812521230377,11.0,886.0,sim,montagem,moderado,alto
77.0,18.602525620194836,9.0,702.0,sim,,quente,baixo
86.0,43.451345743379406,8.0,667.0,não,pintura,quente,alto
92.0,17.946157885909052,9.0,686.0,não,pintura,,alto
84.0,45.54950523714042,,715.0,não,montagem,frio,alto
119.0,34.921602972772185,11.0,702.0,sim,soldagem,frio,alto
89.0,0.965231598454025,6.0,313.0,não,montagem,moderado,baixo
106.0,18.874911164388074,10.0,689.0,sim,soldagem,quente,alto
79.0,19.278845352941694,10.0,505.0,sim,pintura,quente,baixo
76.0,12.226603448379597,8.0,361.0,não,pintura,moderado,alto
73.0,29.388513125526465,8.0,317.0,não,montagem,quente,alto
82.0,2.0346428814096984,8.0,294.0,sim,pintura,quente,baixo
,29.822720830890198,6.0,869.0,sim,pintura,frio,alto
101.0,,9.0,984.0,sim,montagem,frio,alto
,,7.0,329.0,sim,pintura,frio,alto
90.0,26.924508079888344,8.0,,não,soldagem,frio,alto
104.0,16.67063794775125,10.0,698.0,sim,soldagem,frio,alto
77.0,48.50854902049528,10.0,743.0,sim,soldagem,,alto
93.0,6.644205811037035,8.0,705.0,não,pintura,moderado,alto
107.0,37.149845302139816,11.0,194.0,não,soldagem,quente,alto
107.0,10.277811417586502,6.0,,,soldagem,moderado,alto
78.0,3.1057692685192038,10.0,625.0,não,soldagem,quente,alto
85.0,38.31063581257042,7.0,579.0,não,pintura,moderado,alto
113.0,42.890247371024465,9.0,,não,pintura,frio,alto
85.0,6.076815670045582,,923.0,sim,pintura,moderado,baixo
111.0,26.30307148818533,10.0,913.0,não,soldagem,,alto
73.0,36.422538452146156,7.0,514.0,não,soldagem,quente,alto
113.0,19.077012578965896,9.0,932.0,sim,pintura,moderado,alto
87.0,22.11252364990397,6.0,328.0,sim,montagem,moderado,baixo
98.0,48.868653062232916,7.0,568.0,não,pintura,moderado,alto
116.0,36.45687310868864,11.0,272.0,sim,montagem,moderado,alto
94.0,46.07998514103794,8.0,142.0,,pintura,quente,alto
77.0,21.615180413257484,11.0,499.0,não,soldagem,frio,alto
100.0,,9.0,693.0,sim,soldagem,frio,alto
97.0,48.48993454663821,6.0,440.0,,soldagem,frio,alto
73.0,21.37012266580114,10.0,849.0,não,pintura,moderado,alto
111.0,20.599297967467557,6.0,,sim,pintura,moderado,alto
73.0,34.86745299432702,7.0,920.0,sim,pintura,moderado,alto
115.0,2.21689377887348,8.0,392.0,sim,pintura,moderado,alto
105.0,22.211065558728965,8.0,632.0,não,pintura,quente,alto
82.0,46.96819390301795,10.0,557.0,sim,soldagem,moderado,alto
,44.83008489365308,11.0,347.0,sim,pintura,quente,alto
98.0,33.01805781638036,7.0,647.0,não,montagem,quente,alto
107.0,22.172692695891268,9.0,155.0,não,soldagem,moderado,alto
112.0,,7.0,,não,soldagem,frio,alto
102.0,13.300321792199826,10.0,425.0,sim,soldagem,quente,alto
117.0,10.236299469307198,10.0,320.0,não,soldagem,frio,alto
71.0,13.447328057076913,11.0,327.0,não,montagem,frio,alto
72.0,45.11246906119811,8.0,213.0,não,montagem,quente,alto
109.0,,11.0,228.0,não,soldagem,quente,alto
88.0,23.467020367758945,9.0,658.0,sim,soldagem,quente,baixo
112.0,35.82982129881879,7.0,876.0,sim,pintura,moderado,alto
82.0,37.09613697909698,6.0,943.0,sim,,moderado,alto
117.0,15.517016134955291,8.0,620.0,não,pintura,frio,alto
83.0,12.940293148556975,6.0,176.0,não,pintura,quente,baixo
103.0,18.51329967883678,6.0,692.0,não,pintura,moderado,alto
74.0,5.047490645114966,11.0,781.0,não,soldagem,frio,alto
84.0,27.281226541647264,6.0,808.0,sim,montagem,quente,baixo
83.0,36.563164582873604,7.0,361.0,sim,montagem,quente,alto
114.0,11.756138160722701,6.0,779.0,sim,soldagem,quente,alto
73.0,4.503226579401548,6.0,766.0,não,,quente,baixo
104.0,42.20858883705705,6.0,905.0,não,montagem,frio,alto
117.0,44.141809570878756,10.0,939.0,sim,pintura,moderado,alto
111.0,43.03741424907042,6.0,996.0,sim,pintura,frio,alto
111.0,21.196878880672653,,198.0,sim,pintura,moderado,alto
77.0,7.097764052253808,6.0,740.0,não,pintura,quente,baixo
78.0,34.45321828054407,,113.0,sim,soldagem,frio,alto
106.0,5.046384348423066,7.0,220.0,sim,soldagem,frio,alto
95.0,34.59079504018981,6.0,790.0,,montagem,frio,alto
76.0,,11.0,725.0,sim,montagem,moderado,
,5.3982727267667565,10.0,410.0,sim,montagem,quente,alto
90.0,0.08904313696172506,,209.0,,soldagem,quente,alto
82.0,25.46525210924952,8.0,671.0,não,soldagem,quente,alto
104.0,43.195044618298446,10.0,373.0,não,,moderado,alto
102.0,37.40197244219424,10.0,446.0,não,montagem,quente,alto
87.0,13.066506450899473,11.0,943.0,não,montagem,frio,alto
85.0,7.418448066594441,11.0,198.0,não,pintura,quente,alto
112.0,47.93783670762939,6.0,483.0,não,montagem,frio,alto
84.0,41.36594459256217,7.0,519.0,sim,soldagem,moderado,alto
77.0,,6.0,867.0,não,montagem,frio,alto
97.0,17.513506559925446,10.0,970.0,sim,soldagem,moderado,alto
102.0,39.39397497315832,7.0,594.0,não,pintura,frio,alto
86.0,18.79107861886625,6.0,298.0,não,montagem,moderado,baixo
97.0,34.958618907785535,8.0,358.0,sim,,moderado,alto
85.0,27.222806360152795,9.0,619.0,não,,moderado,alto
88.0,27.527923906469876,11.0,385.0,não,montagem,frio,alto
86.0,26.578176639157963,11.0,907.0,sim,soldagem,frio,baixo
113.0,48.71843432787395,8.0,139.0,não,montagem,frio,alto
111.0,,9.0,654.0,não,montagem,moderado,alto
118.0,22.23379615811945,8.0,447.0,sim,pintura,frio,alto
79.0,47.12874848184113,8.0,462.0,não,,moderado,alto
114.0,32.69941472495227,10.0,102.0,sim,montagem,quente,alto
88.0,42.07409160395617,10.0,182.0,sim,pintura,frio,alto
70.0,40.72459189144243,11.0,246.0,sim,,moderado,alto
113.0,48.06058805708637,10.0,888.0,não,soldagem,,alto
